OID_BLKGRP_20|GEOID_BLKGRP_20|NAMELSAD_BLKGRP_20|AREALAND_BLKGRP_20|AREAWATER_BLKGRP_20|MTFCC_BLKGRP_20|FUNCSTAT_BLKGRP_20|OID_BLKGRP_10|GEOID_BLKGRP_10|NAMELSAD_BLKGRP_10|AREALAND_BLKGRP_10|AREAWATER_BLKGRP_10|MTFCC_BLKGRP_10|FUNCSTAT_BLKGRP_10|AREALAND_PART|AREAWATER_PART
20890709865539|410110005032|Block Group 2|1538558|201310|G5030|S|20840709865539|410110005032|Block Group 2|1523823|201310|G5030|S|1523823|201310
2089015481984733|410110005051|Block Group 1|933232|0|G5030|S|20840709865523|410110004006|Block Group 6|1089192|0|G5030|S|12916|0
2089015481984733|410110005051|Block Group 1|933232|0|G5030|S|20840709865517|410110005041|Block Group 1|920316|0|G5030|S|920316|0
2089015481984710|410110005052|Block Group 2|2028785|22873|G5030|S|20840709865550|410110005042|Block Group 2|2766079|65356|G5030|S|1846348|22873
2089015481984710|410110005052|Block Group 2|2028785|22873|G5030|S|208403718044504|410110005045|Block Group 5|11833513|2274427|G5030|S|182437|0
2089015481984729|410110005053|Block Group 3|496872|492503|G5030|S|20840709865515|410110005043|Block Group 3|496872|492503|G5030|S|496872|492503
2089015481984736|410110005054|Block Group 4|435913|0|G5030|S|20840709865538|410110005044|Block Group 4|435913|0|G5030|S|435913|0
2089015481984716|410110005061|Block Group 1|2226374|0|G5030|S|208403718044504|410110005045|Block Group 5|11833513|2274427|G5030|S|2226374|0
2089015481984718|410110005062|Block Group 2|10662643|2348657|G5030|S|208403718044451|410110005021|Block Group 1|28416333|2579512|G5030|S|391911|31747
2089015481984718|410110005062|Block Group 2|10662643|2348657|G5030|S|20840709865550|410110005042|Block Group 2|2766079|65356|G5030|S|919731|42483
2089015481984718|410110005062|Block Group 2|10662643|2348657|G5030|S|208403718044504|410110005045|Block Group 5|11833513|2274427|G5030|S|9351001|2274427
20890709865499|410110006001|Block Group 1|1133834|0|G5030|S|20840709865499|410110006001|Block Group 1|1133834|0|G5030|S|1133834|0
20890709865500|410110006002|Block Group 2|581314|10505|G5030|S|20840709865500|410110006002|Block Group 2|581314|10505|G5030|S|581314|10505
20890709865490|410110006003|Block Group 3|5434256|185829|G5030|S|20840709865523|410110004006|Block Group 6|1089192|0|G5030|S|584|0
20890709865490|410110006003|Block Group 3|5434256|185829|G5030|S|20840709865490|410110006003|Block Group 3|5433672|185829|G5030|S|5433672|185829
2089015481984731|410110007011|Block Group 1|401984|0|G5030|S|20840709865503|410110007003|Block Group 3|401984|0|G5030|S|401984|0
2089015481984723|410110007012|Block Group 2|333114|0|G5030|S|20840709865501|410110007004|Block Group 4|333114|0|G5030|S|333114|0
2089015481984732|410110007013|Block Group 3|299562|0|G5030|S|20840709865504|410110007005|Block Group 5|299562|0|G5030|S|299562|0
2089015481984714|410110007014|Block Group 4|1992958|566948|G5030|S|208403718044527|410110007001|Block Group 1|1992958|602695|G5030|S|1992958|566948
2089015481984708|410110007015|Block Group 5|5978642|42761|G5030|S|20840709865493|410110007006|Block Group 6|2741058|7854|G5030|S|2741058|7854
2089015481984708|410110007015|Block Group 5|5978642|42761|G5030|S|20840709865492|410110007007|Block Group 7|24191368|446566|G5030|S|3237584|34907
2089015481984724|410110007021|Block Group 1|1556889|287884|G5030|S|208403718044527|410110007001|Block Group 1|1992958|602695|G5030|S|0|35170
2089015481984724|410110007021|Block Group 1|1556889|287884|G5030|S|20840709865494|410110007002|Block Group 2|1311878|252714|G5030|S|1311878|252714
2089015481984724|410110007021|Block Group 1|1556889|287884|G5030|S|20840709865491|410110007008|Block Group 8|5771093|279937|G5030|S|245011|0
2089015481984702|410110007022|Block Group 2|5526082|280514|G5030|S|208403718044527|410110007001|Block Group 1|1992958|602695|G5030|S|0|577
2089015481984702|410110007022|Block Group 2|5526082|280514|G5030|S|20840709865491|410110007008|Block Group 8|5771093|279937|G5030|S|5526082|279937
2089015481984671|410110007023|Block Group 3|20953784|411659|G5030|S|20840709865492|410110007007|Block Group 7|24191368|446566|G5030|S|20953784|411659
20890709865536|410110008001|Block Group 1|21519403|642480|G5030|S|20840709865536|410110008001|Block Group 1|21519403|642480|G5030|S|21519403|642480
208903718044476|410110008002|Block Group 2|6624720|1156948|G5030|S|208403718044476|410110008002|Block Group 2|6624720|1156948|G5030|S|6624720|1156948
2089015481984715|410110009011|Block Group 1|2557756|0|G5030|S|20840709865528|410110009004|Block Group 4|2557756|0|G5030|S|2557756|0
2089015481984700|410110009012|Block Group 2|1213482|0|G5030|S|20840709865530|410110009005|Block Group 5|1213482|0|G5030|S|1213482|0
2089015481984712|410110009013|Block Group 3|3773187|69514|G5030|S|20840709865525|410110009006|Block Group 6|3849977|88763|G5030|S|3773187|69514
2089015481984676|410110009014|Block Group 4|77299756|185914|G5030|S|20840709865514|410110009007|Block Group 7|77299756|185914|G5030|S|77299756|185914
2089015481984691|410110009021|Block Group 1|111710208|962001|G5030|S|20840709865527|410110009001|Block Group 1|111710208|962001|G5030|S|111710208|962001
2089015481984688|410110009022|Block Group 2|38048600|208013|G5030|S|20840709865526|410110009002|Block Group 2|38108737|238724|G5030|S|38048600|208013
2089015481984699|410110009023|Block Group 3|1822727|331196|G5030|S|20840709865526|410110009002|Block Group 2|38108737|238724|G5030|S|60137|30711
2089015481984699|410110009023|Block Group 3|1822727|331196|G5030|S|20840709865529|410110009003|Block Group 3|1685800|287953|G5030|S|1685800|281236
2089015481984699|410110009023|Block Group 3|1822727|331196|G5030|S|20840709865525|410110009006|Block Group 6|3849977|88763|G5030|S|76790|19249
2089015481984696|410110009024|Block Group 4|68127457|1420494|G5030|S|20840709865529|410110009003|Block Group 3|1685800|287953|G5030|S|0|6717
2089015481984696|410110009024|Block Group 4|68127457|1420494|G5030|S|20840709865513|410110009008|Block Group 8|68127457|1413777|G5030|S|68127457|1413777
2089015481984722|410110010011|Block Group 1|3806389|2377142|G5030|S|20840709865522|410110010002|Block Group 2|3806389|2377142|G5030|S|3806389|2377142
2089015481984706|410110010012|Block Group 2|2665940|2024358|G5030|S|20840709865519|410110010003|Block Group 3|2665940|2024358|G5030|S|2665940|2024358
2089015481984678|410110010013|Block Group 3|5935984|747885|G5030|S|20840709865521|410110010004|Block Group 4|6030980|752686|G5030|S|5935984|747885
2089015481984701|410110010021|Block Group 1|80598772|7553601|G5030|S|20840709865531|410110010001|Block Group 1|80598772|7553601|G5030|S|80598772|7553601
2089015481984684|410110010022|Block Group 2|19911175|830061|G5030|S|20840709865521|410110010004|Block Group 4|6030980|752686|G5030|S|94996|4801
2089015481984684|410110010022|Block Group 2|19911175|830061|G5030|S|20840709865520|410110010005|Block Group 5|19816179|825260|G5030|S|19816179|825260
2089015481984687|410110010023|Block Group 3|41232825|12918016|G5030|S|20840709865551|410110010006|Block Group 6|41232825|12918016|G5030|S|41232825|12918016
2089015481984698|410110010024|Block Group 4|184476164|173194|G5030|S|20840709865518|410110010007|Block Group 7|184476164|173194|G5030|S|184476164|173194
2089015481984686|410110011011|Block Group 1|394827819|1064887|G5030|S|20840709865489|410110011001|Block Group 1|547300532|1322004|G5030|S|109929|0
2089015481984686|410110011011|Block Group 1|394827819|1064887|G5030|S|20840709865498|410110011002|Block Group 2|395373663|1064887|G5030|S|394717890|1064887
2089015481984690|410110011012|Block Group 2|113305408|713014|G5030|S|20840709865497|410110011006|Block Group 6|113333379|713014|G5030|S|113288850|713014
2089015481984690|410110011012|Block Group 2|113305408|713014|G5030|S|20840710228063|410159501001|Block Group 1|1623737020|39192648|G5030|S|16558|0
2089015481984682|410110011013|Block Group 3|746123031|1115184|G5030|S|20840709865543|410110011007|Block Group 7|746124902|1115142|G5030|S|746100031|1115142
2089015481984682|410110011013|Block Group 3|746123031|1115184|G5030|S|20840710228063|410159501001|Block Group 1|1623737020|39192648|G5030|S|21314|0
2089015481984682|410110011013|Block Group 3|746123031|1115184|G5030|S|20840710931594|410192100005|Block Group 5|672993622|61193|G5030|S|1686|42
2089015481984673|410110011021|Block Group 1|547814901|1322004|G5030|S|20840709865489|410110011001|Block Group 1|547300532|1322004|G5030|S|547188700|1322004
2089015481984673|410110011021|Block Group 1|547814901|1322004|G5030|S|20840709865498|410110011002|Block Group 2|395373663|1064887|G5030|S|626201|0
2089015481984695|410110011022|Block Group 2|866606|1079|G5030|S|20840709865542|410110011003|Block Group 3|866606|1079|G5030|S|866606|1079
2089015481984721|410110011023|Block Group 3|8504874|11378|G5030|S|20840709865488|410110011004|Block Group 4|8504874|11378|G5030|S|8504874|11378
2089015481984675|410110011024|Block Group 4|123657240|901365|G5030|S|20840709865487|410110011005|Block Group 5|123616251|901365|G5030|S|123616251|901365
2089015481984675|410110011024|Block Group 4|123657240|901365|G5030|S|20840709865497|410110011006|Block Group 6|113333379|713014|G5030|S|40989|0
208903718044444|410119901010|Block Group 0|0|408478928|G5030|S|208403718044444|410119901010|Block Group 0|0|408478928|G5030|S|0|408478928
2089015504358533|410139501011|Block Group 1|39901023|0|G5030|S|20840254088383|410139501002|Block Group 2|41176221|0|G5030|S|39901023|0
2089015504358519|410139501012|Block Group 2|1635242|0|G5030|S|20840254088383|410139501002|Block Group 2|41176221|0|G5030|S|457818|0
2089015504358519|410139501012|Block Group 2|1635242|0|G5030|S|20840254088494|410139501004|Block Group 4|1177424|0|G5030|S|1177424|0
2089015504358527|410139501013|Block Group 3|998660|0|G5030|S|20840254088545|410139501005|Block Group 5|998660|0|G5030|S|998660|0
2089015504358515|410139501021|Block Group 1|1279439193|4201313|G5030|S|20840254088435|410139501001|Block Group 1|1278623775|4201313|G5030|S|1278621813|4201313
2089015504358515|410139501021|Block Group 1|1279439193|4201313|G5030|S|20840254088383|410139501002|Block Group 2|41176221|0|G5030|S|817380|0
2089015504358530|410139501022|Block Group 2|4321379|128058|G5030|S|20840254088342|410139501003|Block Group 3|12578096|128058|G5030|S|4321379|128058
2089015504358536|410139501023|Block Group 3|8256717|0|G5030|S|20840254088342|410139501003|Block Group 3|12578096|128058|G5030|S|8256717|0
20890254088665|410139502001|Block Group 1|366715689|152052|G5030|S|20840254088665|410139502001|Block Group 1|366701836|152052|G5030|S|366701580|152052
20890254088665|410139502001|Block Group 1|366715689|152052|G5030|S|20840254088209|410319601001|Block Group 1|1961443880|1670989|G5030|S|14109|0
20890254088627|410139502002|Block Group 2|19317870|0|G5030|S|20840254088627|410139502002|Block Group 2|19303847|0|G5030|S|19303847|0
20890254088627|410139502002|Block Group 2|19317870|0|G5030|S|20840254088708|410139502003|Block Group 3|2882100|0|G5030|S|14023|0
20890254088708|410139502003|Block Group 3|2867085|0|G5030|S|20840254088708|410139502003|Block Group 3|2882100|0|G5030|S|2867085|0
20890254088590|410139502004|Block Group 4|43342110|0|G5030|S|20840254088708|410139502003|Block Group 3|2882100|0|G5030|S|992|0
20890254088590|410139502004|Block Group 4|43342110|0|G5030|S|20840254088590|410139502004|Block Group 4|43341332|0|G5030|S|43341118|0
2089015504358535|410139503011|Block Group 1|173657871|507730|G5030|S|20840254091517|410139503005|Block Group 5|374240673|524961|G5030|S|173657871|507730
2089015504358539|410139503012|Block Group 2|200505579|17231|G5030|S|20840254091517|410139503005|Block Group 5|374240673|524961|G5030|S|200505579|17231
2089015504358531|410139503013|Block Group 3|40330484|0|G5030|S|20840254088757|410139503004|Block Group 4|40330484|0|G5030|S|40330484|0
2089015504358538|410139503021|Block Group 1|643075|0|G5030|S|20840254091431|410139503001|Block Group 1|643075|0|G5030|S|643075|0
2089015504358537|410139503022|Block Group 2|905677|0|G5030|S|20840254088590|410139502004|Block Group 4|43341332|0|G5030|S|214|0
2089015504358537|410139503022|Block Group 2|905677|0|G5030|S|20840254091389|410139503002|Block Group 2|905463|0|G5030|S|905463|0
2089015504358517|410139503023|Block Group 3|438447|0|G5030|S|20840254091471|410139503003|Block Group 3|438447|0|G5030|S|438447|0
2089015504358523|410139504011|Block Group 1|116549547|0|G5030|S|20840254088251|410139504001|Block Group 1|260809915|5754132|G5030|S|116549547|0
2089015504358521|410139504012|Block Group 2|41188985|0|G5030|S|20840254088251|410139504001|Block Group 1|260809915|5754132|G5030|S|41188985|0
2089015504358513|410139504021|Block Group 1|5271304841|10243957|G5030|S|20840254088296|410139504002|Block Group 2|5271180310|10243957|G5030|S|5271166491|10243957
2089015504358513|410139504021|Block Group 1|5271304841|10243957|G5030|S|20840256557376|410170001001|Block Group 1|3456789134|10508561|G5030|S|127433|0
2089015504358513|410139504021|Block Group 1|5271304841|10243957|G5030|S|20840465411405|410239602001|Block Group 1|3531091294|308530|G5030|S|3877|0
2089015504358513|410139504021|Block Group 1|5271304841|10243957|G5030|S|20840527493442|410259601001|Block Group 1|3133736786|2990115|G5030|S|7040|0
2089015504358534|410139504022|Block Group 2|103071383|5754132|G5030|S|20840254088251|410139504001|Block Group 1|260809915|5754132|G5030|S|103071383|5754132
20890710228063|410159501001|Block Group 1|1623707172|39191405|G5030|S|20840709865497|410110011006|Block Group 6|113333379|713014|G5030|S|3540|0
20890710228063|410159501001|Block Group 1|1623707172|39191405|G5030|S|20840709865543|410110011007|Block Group 7|746124902|1115142|G5030|S|24871|0
20890710228063|410159501001|Block Group 1|1623707172|39191405|G5030|S|20840710228063|410159501001|Block Group 1|1623737020|39192648|G5030|S|1623653550|39191405
20890710228063|410159501001|Block Group 1|1623707172|39191405|G5030|S|20840710931594|410192100005|Block Group 5|672993622|61193|G5030|S|25211|0
20890710228049|410159501002|Block Group 2|54863753|11799950|G5030|S|20840710228049|410159501002|Block Group 2|54863753|11799950|G5030|S|54863753|11799950
20890710228064|410159501003|Block Group 3|11756476|47902973|G5030|S|20840710228064|410159501003|Block Group 3|11756476|47902973|G5030|S|11756476|47902973
2089015504234825|410159502011|Block Group 1|41629462|4794249|G5030|S|208403717909770|410159502001|Block Group 1|41629462|4794249|G5030|S|41629462|4794249
2089015504234763|410159502012|Block Group 2|120991403|8574698|G5030|S|20840710228055|410159502002|Block Group 2|120991403|8570923|G5030|S|120991403|8570923
2089015504234763|410159502012|Block Group 2|120991403|8574698|G5030|S|208403717909762|410159503011|Block Group 1|1400786358|23292092|G5030|S|0|3775
2089015504234840|410159502021|Block Group 1|15743782|70143774|G5030|S|20840710228057|410159502003|Block Group 3|263342020|71885559|G5030|S|15743782|70143774
2089015504234789|410159502022|Block Group 2|247598238|1741785|G5030|S|20840710228057|410159502003|Block Group 3|263342020|71885559|G5030|S|247598238|1741785
208903717909762|410159503011|Block Group 1|67609895|983945|G5030|S|208403717909762|410159503011|Block Group 1|1400786358|23292092|G5030|S|30157|0
208903717909762|410159503011|Block Group 1|67609895|983945|G5030|S|20840710228050|410159503012|Block Group 2|67579738|997038|G5030|S|67579738|905489
208903717909762|410159503011|Block Group 1|67609895|983945|G5030|S|208403717909771|410159504003|Block Group 3|609434326|2407317|G5030|S|0|78456
2089015504234845|410159503012|Block Group 2|2673425|115160|G5030|S|20840710228054|410159503013|Block Group 3|2665404|115160|G5030|S|2665404|115160
2089015504234845|410159503012|Block Group 2|2673425|115160|G5030|S|20840710228052|410159503022|Block Group 2|5744961|355|G5030|S|8021|0
20890710228054|410159503013|Block Group 3|6503326|1482519|G5030|S|208403717909762|410159503011|Block Group 1|1400786358|23292092|G5030|S|6503326|1482519
2089015504234754|410159503014|Block Group 4|1394250733|21805798|G5030|S|208403717909762|410159503011|Block Group 1|1400786358|23292092|G5030|S|1394221600|21805798
2089015504234754|410159503014|Block Group 4|1394250733|21805798|G5030|S|20840692690032|410333615001|Block Group 1|715454612|559681|G5030|S|21228|0
2089015504234754|410159503014|Block Group 4|1394250733|21805798|G5030|S|20840692698596|410333616007|Block Group 7|348809884|283405|G5030|S|7905|0
20890710228058|410159503021|Block Group 1|693263|459884|G5030|S|20840710228058|410159503021|Block Group 1|693263|459884|G5030|S|693263|459884
20890710228052|410159503022|Block Group 2|2399736|3667338|G5030|S|208403717909772|410159503023|Block Group 3|2399736|3667338|G5030|S|2399736|3667338
2089015504234843|410159503023|Block Group 3|1001990|0|G5030|S|20840710228052|410159503022|Block Group 2|5744961|355|G5030|S|1001990|0
2089015504234842|410159503024|Block Group 4|4734950|355|G5030|S|20840710228052|410159503022|Block Group 2|5744961|355|G5030|S|4734950|355
2089015504234803|410159504011|Block Group 1|3317472|0|G5030|S|20840710228060|410159504001|Block Group 1|8217544|141281|G5030|S|3317472|0
2089015504234761|410159504012|Block Group 2|609692441|2420584|G5030|S|20840694438207|060150002021|Block Group 1|172006077|10391010|G5030|S|928|174
2089015504234761|410159504012|Block Group 2|609692441|2420584|G5030|S|208403717909762|410159503011|Block Group 1|1400786358|23292092|G5030|S|1334|0
2089015504234761|410159504012|Block Group 2|609692441|2420584|G5030|S|20840710228050|410159503012|Block Group 2|67579738|997038|G5030|S|0|91549
2089015504234761|410159504012|Block Group 2|609692441|2420584|G5030|S|208403717909771|410159504003|Block Group 3|609434326|2407317|G5030|S|609318132|2328861
2089015504234761|410159504012|Block Group 2|609692441|2420584|G5030|S|20840692698596|410333616007|Block Group 7|348809884|283405|G5030|S|372047|0
2089015504234793|410159504013|Block Group 3|4900072|141281|G5030|S|20840710228060|410159504001|Block Group 1|8217544|141281|G5030|S|4900072|141281
2089015504234826|410159504021|Block Group 1|1086993|262085|G5030|S|20840710228062|410159504002|Block Group 2|1086993|262085|G5030|S|1086993|262085
2089015504234841|410159504022|Block Group 2|2335281|2170450|G5030|S|20840710228061|410159504004|Block Group 4|2335281|2170450|G5030|S|2335281|2170450
208903717909775|410159901010|Block Group 0|0|716956249|G5030|S|208403717909775|410159901010|Block Group 0|0|716956249|G5030|S|0|716956249
20890256557376|410170001001|Block Group 1|3459506746|10526672|G5030|S|20840256557376|410170001001|Block Group 1|3456789134|10508561|G5030|S|3456661701|10508561
20890256557376|410170001001|Block Group 1|3459506746|10526672|G5030|S|20840256555465|410170012001|Block Group 1|136112937|127192|G5030|S|2844505|18111
20890256557376|410170001001|Block Group 1|3459506746|10526672|G5030|S|20840267743672|410379601001|Block Group 1|7743286332|3283202|G5030|S|540|0
2089015489590337|410170002011|Block Group 1|36959008|0|G5030|S|20840256557482|410170002001|Block Group 1|732073099|66252592|G5030|S|17400042|0
2089015489590337|410170002011|Block Group 1|36959008|0|G5030|S|20840256557445|410170002002|Block Group 2|19545294|0|G5030|S|19545294|0
2089015489590337|410170002011|Block Group 1|36959008|0|G5030|S|20840256557408|410170002003|Block Group 3|56610648|0|G5030|S|461|0
2089015489590337|410170002011|Block Group 1|36959008|0|G5030|S|20840528648946|410359701002|Block Group 2|346302377|0|G5030|S|13211|0
2089015489590289|410170002012|Block Group 2|56610251|0|G5030|S|20840256557408|410170002003|Block Group 3|56610648|0|G5030|S|56610187|0
2089015489590289|410170002012|Block Group 2|56610251|0|G5030|S|20840528648946|410359701002|Block Group 2|346302377|0|G5030|S|64|0
2089015489590379|410170002021|Block Group 1|142230262|0|G5030|S|20840256557482|410170002001|Block Group 1|732073099|66252592|G5030|S|142230262|0
2089015489590340|410170002022|Block Group 2|572428718|66252592|G5030|S|20840256557482|410170002001|Block Group 1|732073099|66252592|G5030|S|572428718|66252592
2089015489590382|410170002023|Block Group 3|9058577|0|G5030|S|20840256557519|410170002004|Block Group 4|9058577|0|G5030|S|9058577|0
2089015489590394|410170003011|Block Group 1|53686234|0|G5030|S|20840256557584|410170003001|Block Group 1|84058338|0|G5030|S|53686234|0
2089015489590475|410170003012|Block Group 2|4068600|0|G5030|S|20840256557584|410170003001|Block Group 1|84058338|0|G5030|S|4068600|0
2089015489590456|410170003013|Block Group 3|20757398|0|G5030|S|20840256557685|410170003002|Block Group 2|38838664|0|G5030|S|20757398|0
2089015489590478|410170003014|Block Group 4|26303504|0|G5030|S|20840256557584|410170003001|Block Group 1|84058338|0|G5030|S|26303504|0
2089015489590380|410170003021|Block Group 1|18081266|0|G5030|S|20840256557685|410170003002|Block Group 2|38838664|0|G5030|S|18081266|0
2089015489590381|410170003022|Block Group 2|8086898|0|G5030|S|20840256557548|410170003003|Block Group 3|8086898|0|G5030|S|8086898|0
2089015489590377|410170003023|Block Group 3|24110136|0|G5030|S|20840256557617|410170003004|Block Group 4|24110136|0|G5030|S|24110136|0
20890256557821|410170004011|Block Group 1|36140705|270813|G5030|S|208403717029712|410170004012|Block Group 2|36139354|270813|G5030|S|36139354|270813
20890256557821|410170004011|Block Group 1|36140705|270813|G5030|S|208403717029715|410170004023|Block Group 3|25534860|652562|G5030|S|1351|0
2089015489590316|410170004012|Block Group 2|2945168|23461|G5030|S|20840256557821|410170004011|Block Group 1|107290774|23461|G5030|S|2945168|23461
2089015489590279|410170004013|Block Group 3|104345606|0|G5030|S|20840256557821|410170004011|Block Group 1|107290774|23461|G5030|S|104345606|0
2089015489590285|410170004031|Block Group 1|35682365|863727|G5030|S|208403717029704|410170004022|Block Group 2|12327183|211165|G5030|S|12327183|211165
2089015489590285|410170004031|Block Group 1|35682365|863727|G5030|S|208403717029715|410170004023|Block Group 3|25534860|652562|G5030|S|23355182|652562
2089015489590302|410170004041|Block Group 1|19103591|0|G5030|S|20840256557482|410170002001|Block Group 1|732073099|66252592|G5030|S|14077|0
2089015489590302|410170004041|Block Group 1|19103591|0|G5030|S|20840256557889|410170004021|Block Group 1|16911187|0|G5030|S|16911187|0
2089015489590302|410170004041|Block Group 1|19103591|0|G5030|S|208403717029715|410170004023|Block Group 3|25534860|652562|G5030|S|2178327|0
2089015489590457|410170005011|Block Group 1|200744537|194595|G5030|S|20840256557992|410170005002|Block Group 2|200747500|194595|G5030|S|200744537|194595
2089015489590476|410170005012|Block Group 2|56204065|0|G5030|S|20840256557652|410170005003|Block Group 3|56215703|0|G5030|S|56204065|0
2089015489590477|410170005013|Block Group 3|79097734|0|G5030|S|20840256557924|410170005004|Block Group 4|9048048|0|G5030|S|52338|0
2089015489590477|410170005013|Block Group 3|79097734|0|G5030|S|20840256557719|410170005005|Block Group 5|79048027|0|G5030|S|79045396|0
2089015489590271|410170005021|Block Group 1|1625079934|14851164|G5030|S|20840256557957|410170005001|Block Group 1|1625075048|14851164|G5030|S|1625075048|14851164
2089015489590271|410170005021|Block Group 1|1625079934|14851164|G5030|S|20840256557992|410170005002|Block Group 2|200747500|194595|G5030|S|2963|0
2089015489590271|410170005021|Block Group 1|1625079934|14851164|G5030|S|20840256557652|410170005003|Block Group 3|56215703|0|G5030|S|288|0
2089015489590271|410170005021|Block Group 1|1625079934|14851164|G5030|S|20840443150282|410390001005|Block Group 5|1311290868|6481052|G5030|S|1635|0
2089015489590481|410170005022|Block Group 2|3727185|0|G5030|S|20840256557924|410170005004|Block Group 4|9048048|0|G5030|S|3727185|0
2089015489590480|410170005023|Block Group 3|5279875|0|G5030|S|20840256557652|410170005003|Block Group 3|56215703|0|G5030|S|11350|0
2089015489590480|410170005023|Block Group 3|5279875|0|G5030|S|20840256557924|410170005004|Block Group 4|9048048|0|G5030|S|5268525|0
2089015489590354|410170006011|Block Group 1|173962779|142012|G5030|S|20840256558133|410170006004|Block Group 4|173962779|142012|G5030|S|173962779|142012
2089015489590434|410170006021|Block Group 1|62086138|580696|G5030|S|20840256558096|410170006002|Block Group 2|62086138|580696|G5030|S|62086138|580696
2089015489590384|410170006022|Block Group 2|40337146|0|G5030|S|20840256558031|410170006003|Block Group 3|40337146|0|G5030|S|40337146|0
2089015489590374|410170006031|Block Group 1|67551193|0|G5030|S|20840256558059|410170006001|Block Group 1|165995690|0|G5030|S|67551193|0
2089015489590435|410170006032|Block Group 2|98444497|0|G5030|S|20840256558059|410170006001|Block Group 1|165995690|0|G5030|S|98444497|0
2089015489590388|410170007011|Block Group 1|2578812|0|G5030|S|20840256556689|410170007002|Block Group 2|31258871|0|G5030|S|2451092|0
2089015489590388|410170007011|Block Group 1|2578812|0|G5030|S|20840256556900|410170008002|Block Group 2|964553|0|G5030|S|127720|0
2089015489590277|410170007012|Block Group 2|28807779|0|G5030|S|20840256556689|410170007002|Block Group 2|31258871|0|G5030|S|28807779|0
2089015489590329|410170007021|Block Group 1|43835930|41190|G5030|S|20840256556724|410170007001|Block Group 1|43860271|41190|G5030|S|43835930|41190
2089015489590335|410170007022|Block Group 2|28385257|139429|G5030|S|20840256556793|410170007003|Block Group 3|28385257|139429|G5030|S|28385257|139429
2089015489590347|410170007023|Block Group 3|37037193|86394|G5030|S|20840256556724|410170007001|Block Group 1|43860271|41190|G5030|S|20623|0
2089015489590347|410170007023|Block Group 3|37037193|86394|G5030|S|20840256556759|410170007004|Block Group 4|37013992|86394|G5030|S|37011322|86394
2089015489590347|410170007023|Block Group 3|37037193|86394|G5030|S|208403717029580|410319603013|Block Group 3|28543697|0|G5030|S|5248|0
20890256556864|410170008001|Block Group 1|837013|0|G5030|S|20840256556900|410170008002|Block Group 2|964553|0|G5030|S|836833|0
20890256556864|410170008001|Block Group 1|837013|0|G5030|S|20840256556829|410170008004|Block Group 4|1621916|0|G5030|S|180|0
20890256556900|410170008002|Block Group 2|657117|0|G5030|S|20840256557173|410170008003|Block Group 3|657117|0|G5030|S|657117|0
2089015489590317|410170008003|Block Group 3|1538924|0|G5030|S|20840256556829|410170008004|Block Group 4|1621916|0|G5030|S|1538924|0
2089015489590353|410170008004|Block Group 4|1314704|0|G5030|S|20840256556864|410170008001|Block Group 1|6135956|0|G5030|S|1314704|0
2089015489590306|410170008005|Block Group 5|4821252|0|G5030|S|20840256556864|410170008001|Block Group 1|6135956|0|G5030|S|4821252|0
2089015489590323|410170009011|Block Group 1|12464066|1879|G5030|S|20840256556829|410170008004|Block Group 4|1621916|0|G5030|S|82812|0
2089015489590323|410170009011|Block Group 1|12464066|1879|G5030|S|208403717029716|410170009001|Block Group 1|13180480|1879|G5030|S|12381254|1879
2089015489590344|410170009012|Block Group 2|880165|0|G5030|S|20840256557239|410170009004|Block Group 4|880165|0|G5030|S|880165|0
2089015489590325|410170009021|Block Group 1|1145335|0|G5030|S|20840256556964|410170009002|Block Group 2|1145335|0|G5030|S|1145335|0
2089015489590307|410170009022|Block Group 2|1087242|0|G5030|S|20840256556998|410170009003|Block Group 3|1087242|0|G5030|S|1087242|0
208903717029713|410170010021|Block Group 1|12860301|0|G5030|S|208403717029713|410170010021|Block Group 1|78743440|0|G5030|S|12860301|0
2089015489590433|410170010022|Block Group 2|65882744|0|G5030|S|208403717029713|410170010021|Block Group 1|78743440|0|G5030|S|65882744|0
2089015489590336|410170010031|Block Group 1|1868121|0|G5030|S|20840256557106|410170010012|Block Group 2|13611874|0|G5030|S|1868121|0
2089015489590356|410170010032|Block Group 2|5703325|0|G5030|S|20840256557106|410170010012|Block Group 2|13611874|0|G5030|S|5703325|0
2089015489590318|410170010033|Block Group 3|10941234|0|G5030|S|20840256557106|410170010012|Block Group 2|13611874|0|G5030|S|6040428|0
2089015489590318|410170010033|Block Group 3|10941234|0|G5030|S|20840256557139|410170010013|Block Group 3|16811572|0|G5030|S|4900806|0
2089015489590383|410170010041|Block Group 1|818512|0|G5030|S|208403717029707|410170010014|Block Group 4|2317342|0|G5030|S|818512|0
2089015489590327|410170010042|Block Group 2|1498830|0|G5030|S|208403717029707|410170010014|Block Group 4|2317342|0|G5030|S|1498830|0
2089015489590346|410170010043|Block Group 3|1426009|0|G5030|S|208403717029706|410170010015|Block Group 5|1426009|0|G5030|S|1426009|0
2089015489590326|410170010051|Block Group 1|50571218|0|G5030|S|208403717029716|410170009001|Block Group 1|13180480|1879|G5030|S|799226|0
2089015489590326|410170010051|Block Group 1|50571218|0|G5030|S|208403717029705|410170010011|Block Group 1|49771597|0|G5030|S|49771597|0
2089015489590326|410170010051|Block Group 1|50571218|0|G5030|S|208403717029713|410170010021|Block Group 1|78743440|0|G5030|S|395|0
