OID_TRACT_20|GEOID_TRACT_20|NAMELSAD_TRACT_20|AREALAND_TRACT_20|AREAWATER_TRACT_20|MTFCC_TRACT_20|FUNCSTAT_TRACT_20|OID_TRACT_10|GEOID_TRACT_10|NAMELSAD_TRACT_10|AREALAND_TRACT_10|AREAWATER_TRACT_10|MTFCC_TRACT_10|FUNCSTAT_TRACT_10|AREALAND_PART|AREAWATER_PART
20790256622036|41017001200|Census Tract 12|253625654|118350|G5020|S|20740256622036|41017001200|Census Tract 12|256568286|136461|G5020|S|253573130|118350
20790256622036|41017001200|Census Tract 12|253625654|118350|G5020|S|20740256622125|41017001700|Census Tract 17|4713174|0|G5020|S|37075|0
2079015489590416|41017001301|Census Tract 13.01|6630309|59656|G5020|S|20740256622058|41017001300|Census Tract 13|18070716|59656|G5020|S|6630309|59656
2079015489590373|41017001302|Census Tract 13.02|11357352|0|G5020|S|20740256622058|41017001300|Census Tract 13|18070716|59656|G5020|S|11357352|0
2079015489590294|41017001401|Census Tract 14.01|10883018|0|G5020|S|20740256622081|41017001400|Census Tract 14|12755511|139708|G5020|S|10883018|0
2079015489590301|41017001402|Census Tract 14.02|1881878|139708|G5020|S|20740256622081|41017001400|Census Tract 14|12755511|139708|G5020|S|1872493|139708
2079015489590301|41017001402|Census Tract 14.02|1881878|139708|G5020|S|20740256622195|41017002100|Census Tract 21|14307346|228018|G5020|S|9385|0
2079015489590421|41017001501|Census Tract 15.01|2386986|0|G5020|S|20740256622103|41017001500|Census Tract 15|4694522|127773|G5020|S|2364504|0
2079015489590421|41017001501|Census Tract 15.01|2386986|0|G5020|S|20740256622195|41017002100|Census Tract 21|14307346|228018|G5020|S|22482|0
2079015489590423|41017001502|Census Tract 15.02|2307691|110260|G5020|S|20740256622103|41017001500|Census Tract 15|4694522|127773|G5020|S|2307691|110260
2079015489590403|41017001601|Census Tract 16.01|2746098|46843|G5020|S|20740256622058|41017001300|Census Tract 13|18070716|59656|G5020|S|735|0
2079015489590403|41017001601|Census Tract 16.01|2746098|46843|G5020|S|20740256622221|41017001600|Census Tract 16|4905725|59612|G5020|S|2745363|46843
2079015489590405|41017001602|Census Tract 16.02|2155870|12769|G5020|S|20740256622221|41017001600|Census Tract 16|4905725|59612|G5020|S|2155870|12769
2079015489590288|41017001701|Census Tract 17.01|3083964|0|G5020|S|20740256622036|41017001200|Census Tract 12|256568286|136461|G5020|S|150651|0
2079015489590288|41017001701|Census Tract 17.01|3083964|0|G5020|S|20740256622125|41017001700|Census Tract 17|4713174|0|G5020|S|2933313|0
2079015489590429|41017001702|Census Tract 17.02|1742786|0|G5020|S|20740256622125|41017001700|Census Tract 17|4713174|0|G5020|S|1742786|0
2079015489590292|41017001801|Census Tract 18.01|2815770|0|G5020|S|20740256622362|41017001800|Census Tract 18|6442242|0|G5020|S|2815770|0
2079015489590391|41017001802|Census Tract 18.02|3626472|0|G5020|S|20740256622362|41017001800|Census Tract 18|6442242|0|G5020|S|3626472|0
207903717022952|41017001901|Census Tract 19.01|35355584|0|G5020|S|207403717022952|41017001901|Census Tract 19.01|35355584|0|G5020|S|35355584|0
2079015489590437|41017001903|Census Tract 19.03|6154348|0|G5020|S|207403717022951|41017001902|Census Tract 19.02|22102806|0|G5020|S|6154348|0
2079015489590339|41017001904|Census Tract 19.04|16027953|0|G5020|S|207403717022951|41017001902|Census Tract 19.02|22102806|0|G5020|S|15948458|0
2079015489590339|41017001904|Census Tract 19.04|16027953|0|G5020|S|20740256622175|41017002000|Census Tract 20|12931657|0|G5020|S|79495|0
2079015489590313|41017002001|Census Tract 20.01|4692540|0|G5020|S|20740256622175|41017002000|Census Tract 20|12931657|0|G5020|S|4692540|0
2079015489590408|41017002002|Census Tract 20.02|8159622|0|G5020|S|20740256622175|41017002000|Census Tract 20|12931657|0|G5020|S|8159622|0
2079015489590274|41017002101|Census Tract 21.01|6524338|0|G5020|S|20740256622195|41017002100|Census Tract 21|14307346|228018|G5020|S|6524338|0
2079015489590276|41017002102|Census Tract 21.02|3599249|190676|G5020|S|20740256622103|41017001500|Census Tract 15|4694522|127773|G5020|S|22327|17513
2079015489590276|41017002102|Census Tract 21.02|3599249|190676|G5020|S|20740256622195|41017002100|Census Tract 21|14307346|228018|G5020|S|3576922|173163
2079015489590393|41017002103|Census Tract 21.03|4174219|54855|G5020|S|20740256622195|41017002100|Census Tract 21|14307346|228018|G5020|S|4174219|54855
20790710972849|41019010000|Census Tract 100|773896942|46711485|G5020|S|20740710972849|41019010000|Census Tract 100|774168657|65531367|G5020|S|773794095|46711485
20790710972849|41019010000|Census Tract 100|773896942|46711485|G5020|S|20740443727499|41039000500|Census Tract 5|906896119|2713514|G5020|S|99882|0
20790710972849|41019010000|Census Tract 100|773896942|46711485|G5020|S|20740443727485|41039000702|Census Tract 7.02|214128203|27528355|G5020|S|2965|0
20790710972840|41019020000|Census Tract 200|559112484|17405500|G5020|S|20740709865857|41011000100|Census Tract 1|332686888|32500960|G5020|S|653|0
20790710972840|41019020000|Census Tract 200|559112484|17405500|G5020|S|20740709865865|41011000200|Census Tract 2|967211334|15981390|G5020|S|1303|0
20790710972840|41019020000|Census Tract 200|559112484|17405500|G5020|S|20740710972849|41019010000|Census Tract 100|774168657|65531367|G5020|S|55807|49391
20790710972840|41019020000|Census Tract 200|559112484|17405500|G5020|S|20740710972840|41019020000|Census Tract 200|559336273|17356109|G5020|S|559054721|17356109
20790710972841|41019030000|Census Tract 300|1451469727|9916499|G5020|S|20740710972841|41019030000|Census Tract 300|1451476115|9916499|G5020|S|1451454051|9916499
20790710972841|41019030000|Census Tract 300|1451469727|9916499|G5020|S|20740443727498|41039000800|Census Tract 8|783837661|70156|G5020|S|15676|0
20790710972854|41019040000|Census Tract 400|366256253|244130|G5020|S|20740710972854|41019040000|Census Tract 400|366846976|244130|G5020|S|365735943|244130
20790710972854|41019040000|Census Tract 400|366256253|244130|G5020|S|20740710972848|41019050001|Census Tract 500.01|450243274|517455|G5020|S|320970|0
20790710972854|41019040000|Census Tract 400|366256253|244130|G5020|S|20740710972850|41019060000|Census Tract 600|277569342|4183716|G5020|S|199340|0
20790710972848|41019050001|Census Tract 500.01|451723258|517455|G5020|S|20740710972854|41019040000|Census Tract 400|366846976|244130|G5020|S|1108571|0
20790710972848|41019050001|Census Tract 500.01|451723258|517455|G5020|S|20740710972848|41019050001|Census Tract 500.01|450243274|517455|G5020|S|449873079|517455
20790710972848|41019050001|Census Tract 500.01|451723258|517455|G5020|S|20740710972853|41019050002|Census Tract 500.02|33402193|763413|G5020|S|95329|0
20790710972848|41019050001|Census Tract 500.01|451723258|517455|G5020|S|20740710972850|41019060000|Census Tract 600|277569342|4183716|G5020|S|646279|0
2079015483377041|41019050003|Census Tract 500.03|30910378|763413|G5020|S|20740710972853|41019050002|Census Tract 500.02|33402193|763413|G5020|S|30910378|763413
2079015483377254|41019050004|Census Tract 500.04|2396486|0|G5020|S|20740710972853|41019050002|Census Tract 500.02|33402193|763413|G5020|S|2396486|0
20790710972850|41019060000|Census Tract 600|276794401|4184954|G5020|S|20740710972848|41019050001|Census Tract 500.01|450243274|517455|G5020|S|49225|0
20790710972850|41019060000|Census Tract 600|276794401|4184954|G5020|S|20740710972850|41019060000|Census Tract 600|277569342|4183716|G5020|S|276723723|4183716
20790710972850|41019060000|Census Tract 600|276794401|4184954|G5020|S|20740710972852|41019090000|Census Tract 900|113612874|2512389|G5020|S|21453|1238
20790710972855|41019070000|Census Tract 700|743598488|2327428|G5020|S|20740709865865|41011000200|Census Tract 2|967211334|15981390|G5020|S|57372|0
20790710972855|41019070000|Census Tract 700|743598488|2327428|G5020|S|20740710972855|41019070000|Census Tract 700|744080739|2327428|G5020|S|743541116|2327428
2079015483377032|41019080001|Census Tract 800.01|26588736|834771|G5020|S|20740710972842|41019080000|Census Tract 800|36119751|1172335|G5020|S|26539329|833482
2079015483377032|41019080001|Census Tract 800.01|26588736|834771|G5020|S|20740710972852|41019090000|Census Tract 900|113612874|2512389|G5020|S|49407|1289
2079015483377221|41019080002|Census Tract 800.02|9580422|338853|G5020|S|20740710972842|41019080000|Census Tract 800|36119751|1172335|G5020|S|9580422|338853
2079015483377069|41019090001|Census Tract 900.01|9890661|134691|G5020|S|20740710972852|41019090000|Census Tract 900|113612874|2512389|G5020|S|9890661|134691
2079015483377094|41019090002|Census Tract 900.02|103651353|2375171|G5020|S|20740710972852|41019090000|Census Tract 900|113612874|2512389|G5020|S|103651353|2375171
20790710972859|41019100000|Census Tract 1000|2972506997|16731802|G5020|S|20740710972859|41019100000|Census Tract 1000|2972670135|16731802|G5020|S|2972503413|16731802
20790710972859|41019100000|Census Tract 1000|2972506997|16731802|G5020|S|20740528649173|41035970100|Census Tract 9701|4297253460|95223151|G5020|S|3584|0
20790710972839|41019110000|Census Tract 1100|347239546|1531989|G5020|S|20740710972839|41019110000|Census Tract 1100|346551052|1531989|G5020|S|346398708|1531989
20790710972839|41019110000|Census Tract 1100|347239546|1531989|G5020|S|20740710972844|41019130000|Census Tract 1300|12455075|724330|G5020|S|840838|0
2079015483377000|41019120001|Census Tract 1200.01|37084255|74136|G5020|S|20740710972843|41019120000|Census Tract 1200|41543874|74136|G5020|S|37079337|74136
2079015483377000|41019120001|Census Tract 1200.01|37084255|74136|G5020|S|20740710972844|41019130000|Census Tract 1300|12455075|724330|G5020|S|4918|0
2079015483377010|41019120002|Census Tract 1200.02|4463006|0|G5020|S|20740710972843|41019120000|Census Tract 1200|41543874|74136|G5020|S|4463006|0
2079015483377308|41019130001|Census Tract 1300.01|4419716|724330|G5020|S|20740710972844|41019130000|Census Tract 1300|12455075|724330|G5020|S|4419716|724330
2079015483377178|41019130002|Census Tract 1300.02|7191134|0|G5020|S|20740710972843|41019120000|Census Tract 1200|41543874|74136|G5020|S|1531|0
2079015483377178|41019130002|Census Tract 1300.02|7191134|0|G5020|S|20740710972844|41019130000|Census Tract 1300|12455075|724330|G5020|S|7189603|0
20790710972845|41019140000|Census Tract 1400|18867894|334845|G5020|S|20740710972845|41019140000|Census Tract 1400|18867894|334845|G5020|S|18867894|334845
2079015483377277|41019150001|Census Tract 1500.01|7429586|310497|G5020|S|20740710972847|41019150000|Census Tract 1500|11507044|360752|G5020|S|7411321|310497
2079015483377277|41019150001|Census Tract 1500.01|7429586|310497|G5020|S|20740710972846|41019160000|Census Tract 1600|81396374|314729|G5020|S|18265|0
2079015483377165|41019150002|Census Tract 1500.02|4095723|50255|G5020|S|20740710972847|41019150000|Census Tract 1500|11507044|360752|G5020|S|4095723|50255
2079015483377054|41019160001|Census Tract 1600.01|52149063|310540|G5020|S|20740710972846|41019160000|Census Tract 1600|81396374|314729|G5020|S|52149063|310540
2079015483377027|41019160002|Census Tract 1600.02|29384659|4189|G5020|S|20740710972839|41019110000|Census Tract 1100|346551052|1531989|G5020|S|146859|0
2079015483377027|41019160002|Census Tract 1600.02|29384659|4189|G5020|S|20740710972846|41019160000|Census Tract 1600|81396374|314729|G5020|S|29229046|4189
2079015483377027|41019160002|Census Tract 1600.02|29384659|4189|G5020|S|20740710972856|41019180000|Census Tract 1800|349665503|20841|G5020|S|8754|0
20790710972860|41019170000|Census Tract 1700|738041332|53260|G5020|S|20740709865860|41011001100|Census Tract 11|1935120207|5128869|G5020|S|31475|0
20790710972860|41019170000|Census Tract 1700|738041332|53260|G5020|S|20740710972860|41019170000|Census Tract 1700|738009857|53260|G5020|S|738009857|53260
20790710972856|41019180000|Census Tract 1800|349582103|20841|G5020|S|20740710972839|41019110000|Census Tract 1100|346551052|1531989|G5020|S|5485|0
20790710972856|41019180000|Census Tract 1800|349582103|20841|G5020|S|20740710972856|41019180000|Census Tract 1800|349665503|20841|G5020|S|349575131|20841
20790710972856|41019180000|Census Tract 1800|349582103|20841|G5020|S|20740710972851|41019210000|Census Tract 2100|3378321372|718100|G5020|S|1487|0
20790710972857|41019190000|Census Tract 1900|40864160|0|G5020|S|20740710972857|41019190000|Census Tract 1900|40864160|0|G5020|S|40864160|0
20790710972858|41019200000|Census Tract 2000|244952194|240125|G5020|S|20740710972858|41019200000|Census Tract 2000|244950671|240125|G5020|S|244934884|240125
20790710972858|41019200000|Census Tract 2000|244952194|240125|G5020|S|20740710972851|41019210000|Census Tract 2100|3378321372|718100|G5020|S|17310|0
20790710972851|41019210000|Census Tract 2100|3378289376|718984|G5020|S|20740710467310|41015950100|Census Tract 9501|1690357249|98895571|G5020|S|45598|1243
20790710972851|41019210000|Census Tract 2100|3378289376|718984|G5020|S|20740710972856|41019180000|Census Tract 1800|349665503|20841|G5020|S|81618|0
20790710972851|41019210000|Census Tract 2100|3378289376|718984|G5020|S|20740710972858|41019200000|Census Tract 2000|244950671|240125|G5020|S|15787|0
20790710972851|41019210000|Census Tract 2100|3378289376|718984|G5020|S|20740710972851|41019210000|Census Tract 2100|3378321372|718100|G5020|S|3378087984|717741
20790710972851|41019210000|Census Tract 2100|3378289376|718984|G5020|S|20740261397812|41029002600|Census Tract 26|2001472544|17902549|G5020|S|13301|0
20790710972851|41019210000|Census Tract 2100|3378289376|718984|G5020|S|20740261397716|41029002700|Census Tract 27|658470795|1886556|G5020|S|13818|0
20790710972851|41019210000|Census Tract 2100|3378289376|718984|G5020|S|20740692908737|41033360100|Census Tract 3601|903081498|556627|G5020|S|31270|0
207903718479260|41019990000|Census Tract 9900|0|145009623|G5020|S|20740710972849|41019010000|Census Tract 100|774168657|65531367|G5020|S|0|18770491
207903718479260|41019990000|Census Tract 9900|0|145009623|G5020|S|207403718479260|41019990000|Census Tract 9900|0|126239132|G5020|S|0|126239132
20790527310632|41021960100|Census Tract 9601|3120213943|46914702|G5020|S|20740527310632|41021960100|Census Tract 9601|3120088645|46882525|G5020|S|3119937582|46879470
20790527310632|41021960100|Census Tract 9601|3120213943|46914702|G5020|S|20740207283905|41049970100|Census Tract 9701|796435496|43138889|G5020|S|9739|0
20790527310632|41021960100|Census Tract 9601|3120213943|46914702|G5020|S|20740207283925|41049970200|Census Tract 9702|4462645950|1225618|G5020|S|28903|0
20790527310632|41021960100|Census Tract 9601|3120213943|46914702|G5020|S|20740447594106|41055950100|Census Tract 9501|2133233135|19593756|G5020|S|80328|35232
20790527310632|41021960100|Census Tract 9601|3120213943|46914702|G5020|S|20740246549520|41069960100|Census Tract 9601|4444475448|1241033|G5020|S|157391|0
20790465474733|41023960100|Census Tract 9601|7090801381|1331501|G5020|S|20740206509209|41001950100|Census Tract 9501|2871062057|14489031|G5020|S|26929|0
20790465474733|41023960100|Census Tract 9601|7090801381|1331501|G5020|S|20740465474733|41023960100|Census Tract 9601|7090605376|1331501|G5020|S|7090384131|1331501
20790465474733|41023960100|Census Tract 9601|7090801381|1331501|G5020|S|20740207283925|41049970200|Census Tract 9702|4462645950|1225618|G5020|S|198718|0
20790465474733|41023960100|Census Tract 9601|7090801381|1331501|G5020|S|20740448396576|41059951400|Census Tract 9514|3437076441|187592|G5020|S|191235|0
20790465474733|41023960100|Census Tract 9601|7090801381|1331501|G5020|S|20740448396591|41061970600|Census Tract 9706|1760541211|527740|G5020|S|368|0
2079015489702132|41023960201|Census Tract 9602.01|4045697344|386166|G5020|S|20740465474716|41023960200|Census Tract 9602|4636418116|562306|G5020|S|4045697344|386166
2079015489702135|41023960202|Census Tract 9602.02|590427180|176140|G5020|S|20740465474716|41023960200|Census Tract 9602|4636418116|562306|G5020|S|590427180|176140
2079015503734290|41025960101|Census Tract 9601.01|24989565|0|G5020|S|20740527556801|41025960100|Census Tract 9601|3203600905|3123078|G5020|S|24989565|0
2079015503734288|41025960102|Census Tract 9601.02|3178753812|3123078|G5020|S|20740254351065|41013950400|Census Tract 9504|5531990225|15998089|G5020|S|852|0
2079015503734288|41025960102|Census Tract 9601.02|3178753812|3123078|G5020|S|20740465474716|41023960200|Census Tract 9602|4636418116|562306|G5020|S|147634|0
2079015503734288|41025960102|Census Tract 9601.02|3178753812|3123078|G5020|S|20740527556801|41025960100|Census Tract 9601|3203600905|3123078|G5020|S|3178604300|3123078
2079015503734288|41025960102|Census Tract 9601.02|3178753812|3123078|G5020|S|20740258195455|41025960200|Census Tract 9602|23044191313|238445176|G5020|S|1026|0
20790258195455|41025960200|Census Tract 9602|23044329528|238445176|G5020|S|20740465474716|41023960200|Census Tract 9602|4636418116|562306|G5020|S|142081|0
20790258195455|41025960200|Census Tract 9602|23044329528|238445176|G5020|S|20740258195455|41025960200|Census Tract 9602|23044191313|238445176|G5020|S|23044186979|238445176
20790258195455|41025960200|Census Tract 9602|23044329528|238445176|G5020|S|20740267786506|41037960100|Census Tract 9601|18656406407|416255660|G5020|S|468|0
20790527349392|41027950100|Census Tract 9501|1080381908|18046053|G5020|S|207403717130773|41005024304|Census Tract 243.04|643191421|5201895|G5020|S|556153|0
20790527349392|41027950100|Census Tract 9501|1080381908|18046053|G5020|S|20740527349392|41027950100|Census Tract 9501|1079875762|16550149|G5020|S|1079825755|15663324
20790527349392|41027950100|Census Tract 9501|1080381908|18046053|G5020|S|20740254116472|53059950300|Census Tract 9503|77953976|4701721|G5020|S|0|524938
20790527349392|41027950100|Census Tract 9501|1080381908|18046053|G5020|S|20740254116486|53059950400|Census Tract 9504|219515954|16453851|G5020|S|0|1376646
20790527349392|41027950100|Census Tract 9501|1080381908|18046053|G5020|S|20740254116503|53059950500|Census Tract 9505|92653407|1671366|G5020|S|0|481145
2079015483071690|41027950201|Census Tract 9502.01|62722836|3914696|G5020|S|20740527349393|41027950200|Census Tract 9502|67190989|4240050|G5020|S|62722836|3827508
2079015483071690|41027950201|Census Tract 9502.01|62722836|3914696|G5020|S|20740254116486|53059950400|Census Tract 9504|219515954|16453851|G5020|S|0|87188
2079015483071706|41027950202|Census Tract 9502.02|4468153|0|G5020|S|20740527349393|41027950200|Census Tract 9502|67190989|4240050|G5020|S|4468153|0
2079015483071716|41027950301|Census Tract 9503.01|4029192|4796716|G5020|S|20740527349394|41027950300|Census Tract 9503|5653707|5106401|G5020|S|4029192|4784515
2079015483071716|41027950301|Census Tract 9503.01|4029192|4796716|G5020|S|20740527349395|41027950400|Census Tract 9504|198973542|2286341|G5020|S|0|105
2079015483071716|41027950301|Census Tract 9503.01|4029192|4796716|G5020|S|20740254116486|53059950400|Census Tract 9504|219515954|16453851|G5020|S|0|12096
2079015483071732|41027950302|Census Tract 9503.02|1624515|0|G5020|S|20740527349394|41027950300|Census Tract 9503|5653707|5106401|G5020|S|1624515|0
20790527349395|41027950400|Census Tract 9504|198973542|2286236|G5020|S|20740527349395|41027950400|Census Tract 9504|198973542|2286341|G5020|S|198973542|2286236
20790261397930|41029000100|Census Tract 1|2557714|0|G5020|S|20740261397930|41029000100|Census Tract 1|2594336|0|G5020|S|2555971|0
20790261397930|41029000100|Census Tract 1|2557714|0|G5020|S|20740261397557|41029000300|Census Tract 3|4104938|40123|G5020|S|1743|0
20790261398024|41029000201|Census Tract 2.01|1343171|0|G5020|S|20740261397930|41029000100|Census Tract 1|2594336|0|G5020|S|18651|0
20790261398024|41029000201|Census Tract 2.01|1343171|0|G5020|S|20740261398024|41029000201|Census Tract 2.01|1324520|0|G5020|S|1324520|0
20790261397991|41029000202|Census Tract 2.02|1033559|0|G5020|S|20740261397991|41029000202|Census Tract 2.02|1033559|0|G5020|S|1033559|0
20790261397792|41029000203|Census Tract 2.03|1419295|0|G5020|S|20740261397792|41029000203|Census Tract 2.03|1419295|0|G5020|S|1419295|0
20790261397557|41029000300|Census Tract 3|4058330|40123|G5020|S|20740261397557|41029000300|Census Tract 3|4104938|40123|G5020|S|4058330|40123
207903717935199|41029000403|Census Tract 4.03|3158376|0|G5020|S|207403717935199|41029000403|Census Tract 4.03|3158376|0|G5020|S|3158376|0
207903717935148|41029000404|Census Tract 4.04|2895092|0|G5020|S|207403717935148|41029000404|Census Tract 4.04|2895092|0|G5020|S|2895092|0
207903717935200|41029000405|Census Tract 4.05|1968819|0|G5020|S|207403717935200|41029000405|Census Tract 4.05|1968819|0|G5020|S|1968819|0
207903717935141|41029000406|Census Tract 4.06|2836014|0|G5020|S|20740261397557|41029000300|Census Tract 3|4104938|40123|G5020|S|2995|0
207903717935141|41029000406|Census Tract 4.06|2836014|0|G5020|S|207403717935141|41029000406|Census Tract 4.06|2833019|0|G5020|S|2833019|0
207903717935198|41029000501|Census Tract 5.01|1950928|0|G5020|S|20740261397930|41029000100|Census Tract 1|2594336|0|G5020|S|6881|0
207903717935198|41029000501|Census Tract 5.01|1950928|0|G5020|S|207403717935198|41029000501|Census Tract 5.01|1944047|0|G5020|S|1944047|0
207903717935142|41029000502|Census Tract 5.02|2492808|0|G5020|S|20740261397930|41029000100|Census Tract 1|2594336|0|G5020|S|12833|0
207903717935142|41029000502|Census Tract 5.02|2492808|0|G5020|S|207403717935142|41029000502|Census Tract 5.02|2479975|0|G5020|S|2479975|0
2079015495211831|41029000603|Census Tract 6.03|6867561|0|G5020|S|20740261397590|41029000601|Census Tract 6.01|9432864|0|G5020|S|6867561|0
2079015495211860|41029000604|Census Tract 6.04|2565303|0|G5020|S|20740261397590|41029000601|Census Tract 6.01|9432864|0|G5020|S|2565303|0
2079015495211899|41029000605|Census Tract 6.05|1986522|0|G5020|S|20740261397429|41029000602|Census Tract 6.02|11552407|12206|G5020|S|1986522|0
2079015495211794|41029000606|Census Tract 6.06|9489763|12206|G5020|S|20740261397429|41029000602|Census Tract 6.02|11552407|12206|G5020|S|9489763|12206
2079015495211607|41029000701|Census Tract 7.01|5987347|16509|G5020|S|20740261397447|41029000700|Census Tract 7|14230696|16509|G5020|S|5987347|16509
2079015495211632|41029000702|Census Tract 7.02|8257342|0|G5020|S|20740261397447|41029000700|Census Tract 7|14230696|16509|G5020|S|8243349|0
2079015495211632|41029000702|Census Tract 7.02|8257342|0|G5020|S|207403717935171|41029001602|Census Tract 16.02|30473121|0|G5020|S|13993|0
20790261397463|41029000800|Census Tract 8|16126594|0|G5020|S|20740261397463|41029000800|Census Tract 8|16078641|0|G5020|S|16078132|0
20790261397463|41029000800|Census Tract 8|16126594|0|G5020|S|20740261397659|41029000900|Census Tract 9|29752036|70630|G5020|S|48462|0
2079015495211559|41029000901|Census Tract 9.01|26543910|70630|G5020|S|20740261397557|41029000300|Census Tract 3|4104938|40123|G5020|S|41870|0
2079015495211559|41029000901|Census Tract 9.01|26543910|70630|G5020|S|20740261397463|41029000800|Census Tract 8|16078641|0|G5020|S|509|0
2079015495211559|41029000901|Census Tract 9.01|26543910|70630|G5020|S|20740261397659|41029000900|Census Tract 9|29752036|70630|G5020|S|26472257|70630
2079015495211559|41029000901|Census Tract 9.01|26543910|70630|G5020|S|207403717935146|41029001002|Census Tract 10.02|3512807|0|G5020|S|29274|0
2079015495212487|41029000902|Census Tract 9.02|3368283|0|G5020|S|20740261397659|41029000900|Census Tract 9|29752036|70630|G5020|S|3230776|0
2079015495212487|41029000902|Census Tract 9.02|3368283|0|G5020|S|207403717935204|41029001001|Census Tract 10.01|3114960|0|G5020|S|61715|0
2079015495212487|41029000902|Census Tract 9.02|3368283|0|G5020|S|207403717935146|41029001002|Census Tract 10.02|3512807|0|G5020|S|75792|0
207903717935204|41029001001|Census Tract 10.01|3053245|0|G5020|S|207403717935204|41029001001|Census Tract 10.01|3114960|0|G5020|S|3053245|0
207903717935146|41029001002|Census Tract 10.02|3408282|0|G5020|S|20740261397659|41029000900|Census Tract 9|29752036|70630|G5020|S|541|0
207903717935146|41029001002|Census Tract 10.02|3408282|0|G5020|S|207403717935146|41029001002|Census Tract 10.02|3512807|0|G5020|S|3407741|0
20790261397574|41029001100|Census Tract 11|53305384|1766101|G5020|S|20740261397574|41029001100|Census Tract 11|53305384|1766101|G5020|S|53305384|1766101
20790261397481|41029001200|Census Tract 12|18231781|21085|G5020|S|20740261397481|41029001200|Census Tract 12|18796689|21085|G5020|S|18231781|21085
20790261397534|41029001301|Census Tract 13.01|36321594|638185|G5020|S|20740261397534|41029001301|Census Tract 13.01|36315200|638185|G5020|S|36314064|638185
20790261397534|41029001301|Census Tract 13.01|36321594|638185|G5020|S|20740261397497|41029001302|Census Tract 13.02|95610465|1049160|G5020|S|7530|0
2079015495211705|41029001303|Census Tract 13.03|1979532|0|G5020|S|20740261397497|41029001302|Census Tract 13.02|95610465|1049160|G5020|S|1979532|0
2079015495211720|41029001304|Census Tract 13.04|94189193|1049160|G5020|S|20740261397481|41029001200|Census Tract 12|18796689|21085|G5020|S|564908|0
2079015495211720|41029001304|Census Tract 13.04|94189193|1049160|G5020|S|20740261397534|41029001301|Census Tract 13.01|36315200|638185|G5020|S|1136|0
2079015495211720|41029001304|Census Tract 13.04|94189193|1049160|G5020|S|20740261397497|41029001302|Census Tract 13.02|95610465|1049160|G5020|S|93623149|1049160
2079015495211993|41029001401|Census Tract 14.01|3027301|0|G5020|S|20740261397854|41029001400|Census Tract 14|79831836|757368|G5020|S|3027301|0
2079015495212052|41029001402|Census Tract 14.02|56105619|703447|G5020|S|20740261397854|41029001400|Census Tract 14|79831836|757368|G5020|S|56105619|703447
2079015495211517|41029001403|Census Tract 14.03|20699170|53921|G5020|S|20740261397497|41029001302|Census Tract 13.02|95610465|1049160|G5020|S|254|0
2079015495211517|41029001403|Census Tract 14.03|20699170|53921|G5020|S|20740261397854|41029001400|Census Tract 14|79831836|757368|G5020|S|20698916|53921
20790261397515|41029001500|Census Tract 15|85463518|11345|G5020|S|20740261397515|41029001500|Census Tract 15|85468642|11345|G5020|S|85413316|11345
20790261397515|41029001500|Census Tract 15|85463518|11345|G5020|S|20740261397732|41029003001|Census Tract 30.01|245659076|458629|G5020|S|50202|0
207903717935197|41029001601|Census Tract 16.01|4551210|0|G5020|S|207403717935197|41029001601|Census Tract 16.01|4269877|0|G5020|S|4269877|0
207903717935197|41029001601|Census Tract 16.01|4551210|0|G5020|S|207403717935171|41029001602|Census Tract 16.02|30473121|0|G5020|S|2238|0
207903717935197|41029001601|Census Tract 16.01|4551210|0|G5020|S|20740261397412|41029001700|Census Tract 17|17622816|37144|G5020|S|279095|0
207903717935171|41029001602|Census Tract 16.02|30456890|0|G5020|S|207403717935171|41029001602|Census Tract 16.02|30473121|0|G5020|S|30456890|0
2079015495212204|41029001701|Census Tract 17.01|3149786|0|G5020|S|20740261397412|41029001700|Census Tract 17|17622816|37144|G5020|S|3149786|0
2079015495212172|41029001702|Census Tract 17.02|14192744|37144|G5020|S|20740261397412|41029001700|Census Tract 17|17622816|37144|G5020|S|14192623|37144
2079015495212172|41029001702|Census Tract 17.02|14192744|37144|G5020|S|20740261397677|41029002400|Census Tract 24|46879500|2599786|G5020|S|121|0
2079015495212156|41029001801|Census Tract 18.01|4344305|0|G5020|S|20740261397750|41029001800|Census Tract 18|11327065|1056|G5020|S|4344305|0
2079015495212143|41029001802|Census Tract 18.02|6992453|1056|G5020|S|20740261397412|41029001700|Census Tract 17|17622816|37144|G5020|S|1276|0
2079015495212143|41029001802|Census Tract 18.02|6992453|1056|G5020|S|20740261397750|41029001800|Census Tract 18|11327065|1056|G5020|S|6982760|1056
2079015495212143|41029001802|Census Tract 18.02|6992453|1056|G5020|S|20740261397622|41029002100|Census Tract 21|12182922|1064|G5020|S|8417|0
20790261398005|41029001900|Census Tract 19|1571595|0|G5020|S|20740261398005|41029001900|Census Tract 19|1568275|0|G5020|S|1568275|0
20790261398005|41029001900|Census Tract 19|1571595|0|G5020|S|20740261397642|41029002200|Census Tract 22|10856399|874|G5020|S|3320|0
20790261397872|41029002000|Census Tract 20|1062023|0|G5020|S|20740261397872|41029002000|Census Tract 20|1118069|582|G5020|S|1061986|0
20790261397872|41029002000|Census Tract 20|1062023|0|G5020|S|20740261397622|41029002100|Census Tract 21|12182922|1064|G5020|S|37|0
